ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,eyes_camera_pos,eyes_camera_rot,framerate
3146.12,198,3124.065,3142.041,Lab_Idle,0,default,-0.003075254 1.691333 0.3854356,4.391857 0.02653157 0.4724744,72.30954
3168.72,199,3146.614,3164.639,Lab_Idle,0,default,-0.002858297 1.691291 0.3853444,4.387591 0.0228419 0.4686161,71.61353
3179.998,200,3169.236,3175.918,Lab_Idle,0,default,-0.002890067 1.691261 0.3853504,4.386237 0.02713209 0.4707428,71.23232
3190.769,201,3180.451,3186.689,Lab_Idle,0,default,-0.002863064 1.691293 0.3853803,4.428319 0.007304892 0.4442718,71.91647
3212.704,202,3191.213,3208.624,Lab_Idle,0,default,-0.002621771 1.691177 0.3853641,4.434666 359.9529 0.4504796,71.94799
3224.222,203,3213.25,3220.141,Lab_Idle,0,default,-0.002782688 1.691103 0.3853625,4.370335 0.03052933 0.4852317,71.54238
3246.212,204,3224.863,3242.132,Lab_Idle,0,default,-0.002680467 1.69078 0.3852336,4.353082 0.03054575 0.4727781,71.88387
3279.477,205,3246.765,3275.399,Lab_Idle,0,default,-0.0006041592 1.691484 0.3848553,4.211454 359.4567 359.3424,71.15879
3290.572,206,3280.05,3286.494,Lab_Idle,0,default,0.003107723 1.69497 0.3847658,5.9828 359.0399 357.767,70.57441
3301.298,207,3291.04,3297.217,Lab_Idle,0,default,0.00795649 1.702611 0.3854412,9.205592 358.6537 355.0863,70.88037
3323.618,208,3301.829,3319.538,Lab_Idle,0,default,0.01575667 1.718223 0.3872001,13.94484 358.0175 352.3157,71.64278
3334.668,209,3324.133,3330.585,Lab_Idle,0,default,0.02551368 1.736318 0.3892554,18.28931 356.5063 349.6248,70.89718
3357.354,210,3335.094,3353.275,Lab_Idle,0,default,0.03061494 1.763128 0.3881542,20.02427 357.2015 351.0044,71.60753
3368.392,211,3357.873,3364.311,Lab_Idle,0,default,0.0331751 1.777273 0.388526,21.4067 357.433 351.5142,70.6319
3379.562,212,3368.828,3375.487,Lab_Idle,0,default,0.0345326 1.793879 0.388809,22.90411 357.9517 353.2209,71.34923
3401.486,213,3380.087,3397.405,Lab_Idle,0,default,0.03652323 1.811213 0.387741,23.63819 357.6649 355.7055,71.62556
3412.749,214,3402.057,3408.67,Lab_Idle,0,default,0.04097715 1.834959 0.3888756,24.53002 357.6007 357.6855,70.96435
3434.958,215,3413.275,3430.877,Lab_Idle,0,default,0.04375585 1.851099 0.3885612,26.04303 357.3296 359.0699,71.63579
3445.965,216,3435.467,3441.885,Lab_Idle,0,default,0.04907318 1.875976 0.3897132,27.02129 356.4864 0.5644583,70.62106
3468.12,217,3446.425,3464.042,Lab_Idle,0,default,0.05385644 1.887892 0.3891001,27.09837 355.5813 0.7408482,70.93495
3479.059,218,3468.631,3474.981,Lab_Idle,0,default,0.06154808 1.911183 0.3897771,27.4501 354.1877 0.5265238,70.6257
3501.159,219,3479.56,3497.078,Lab_Idle,0,default,0.07225759 1.920829 0.390228,27.0601 350.7238 357.0629,70.61546
3512.261,220,3501.671,3508.195,Lab_Idle,0,default,0.08334504 1.943534 0.3932397,27.73472 347.7835 354.9948,70.63503
3534.426,221,3512.743,3530.345,Lab_Idle,0,default,0.09190466 1.954027 0.397083,28.3142 343.7373 351.1826,70.56998
3545.43,222,3535.017,3541.35,Lab_Idle,0,default,0.1044353 1.977123 0.4036102,29.40063 338.9069 348.2134,70.58146
3567.886,223,3545.998,3563.806,Lab_Idle,0,default,0.1092999 1.989184 0.407298,29.94578 334.7999 345.7013,70.59405
3578.953,224,3568.452,3574.873,Lab_Idle,0,default,0.1220588 2.011987 0.4138316,29.33454 329.1454 343.027,70.58138
3600.878,225,3579.406,3596.797,Lab_Idle,0,default,0.1255847 2.025157 0.4168985,28.63953 325.6984 342.6829,70.59663
3612.44,226,3601.378,3608.36,Lab_Idle,0,default,0.1382185 2.04746 0.4250047,28.37403 320.2473 340.4695,69.91391
3634.155,227,3612.933,3630.076,Lab_Idle,0,default,0.1471032 2.057601 0.4256045,26.29764 317.0997 340.5021,70.5641
3645.622,228,3634.651,3641.543,Lab_Idle,0,default,0.1621849 2.079179 0.4326726,24.03303 311.8271 339.4601,69.55499
3667.948,229,3646.106,3663.867,Lab_Idle,0,default,0.1723529 2.087575 0.4348748,22.02799 309.5171 340.045,69.83363
3679.481,230,3668.445,3675.403,Lab_Idle,0,default,0.1888551 2.108151 0.4424301,19.37869 304.5462 340.1272,69.47733
3701.231,231,3680.063,3697.15,Lab_Idle,0,default,0.1985547 2.116575 0.4436153,17.95907 301.9538 341.9645,69.74823
3712.635,232,3701.724,3708.558,Lab_Idle,0,default,0.2147844 2.137448 0.4516626,16.07649 297.0569 343.4968,69.41515
3723.489,233,3713.196,3719.409,Lab_Idle,0,default,0.2227803 2.148363 0.4552907,15.9171 294.6368 345.5118,69.36587
3745.92,234,3723.959,3741.84,Lab_Idle,0,default,0.2310255 2.156823 0.4563655,16.39809 292.6794 349.1382,69.72657
3768.541,235,3746.584,3764.461,Lab_Idle,0,default,0.2480813 2.175017 0.460245,16.04737 289.2206 353.9261,69.38628
3779.07,236,3769.101,3774.996,Lab_Idle,0,default,0.2665356 2.195336 0.4672175,15.6842 285.9317 358.2578,69.37809
3801.888,237,3779.596,3797.809,Lab_Idle,0,default,0.2770626 2.201097 0.4675825,16.22532 285.1607 0.6862344,69.47809
3812.375,238,3802.722,3808.295,Lab_Idle,0,default,0.3046488 2.230953 0.4808916,18.13296 280.3196 5.974776,68.74376
3834.356,239,3812.862,3830.278,Lab_Idle,0,default,0.3151538 2.233836 0.4843422,21.57165 279.9664 7.075528,69.55541
3845.655,240,3835.117,3841.575,Lab_Idle,0,default,0.3339218 2.252365 0.4931615,25.54063 277.9285 10.98659,68.8454
3856.851,241,3846.116,3852.77,Lab_Idle,0,default,0.3436977 2.261079 0.4966202,27.91466 277.3561 13.94576,69.54094
3879.042,242,3857.403,3874.961,Lab_Idle,0,default,0.3541592 2.263052 0.4934628,32.4783 279.9378 20.68868,69.58708
3890.541,243,3879.577,3886.46,Lab_Idle,0,default,0.3640944 2.268569 0.4943044,34.70162 281.4501 25.44471,69.58749
3901.324,244,3891.028,3897.244,Lab_Idle,0,default,0.3742053 2.275932 0.4968266,36.37531 282.5223 29.44141,69.56111
3923.715,245,3901.794,3919.638,Lab_Idle,0,default,0.3888668 2.27737 0.5014268,37.10781 284.4412 32.85186,69.55485
3934.486,246,3924.348,3930.407,Lab_Idle,0,default,0.4079367 2.293262 0.5090224,39.7991 286.5 38.68937,69.54988
3957.291,247,3935.022,3953.212,Lab_Idle,0,default,0.4191619 2.296819 0.515228,40.77797 287.8691 39.29968,69.59464
3967.73,248,3957.907,3963.648,Lab_Idle,0,default,0.4375542 2.311157 0.5247475,43.28387 290.0513 43.36448,69.18555
3990.126,249,3968.195,3986.048,Lab_Idle,0,default,0.4469961 2.314086 0.5325031,44.7785 291.1462 43.46491,69.61625
4000.979,250,3990.669,3996.898,Lab_Idle,0,default,0.4649898 2.322713 0.5437671,43.91177 289.9835 43.80362,68.88029
4023.832,251,4001.419,4019.752,Lab_Idle,0,default,0.4707128 2.322701 0.5434582,42.82446 293.2454 45.30948,69.64345
4034.842,252,4024.35,4030.762,Lab_Idle,0,default,0.4835867 2.332008 0.5505728,44.2934 295.2899 47.22435,68.87601
4057.577,253,4035.311,4053.496,Lab_Idle,0,default,0.4887506 2.332533 0.5537005,44.21532 294.7123 46.451,69.61983
4067.909,254,4058.092,4063.826,Lab_Idle,0,default,0.5040268 2.337655 0.5600325,43.32076 294.3505 44.68366,68.52949
4090.318,255,4068.335,4086.239,Lab_Idle,0,default,0.5079356 2.336075 0.5617421,42.49297 293.1429 41.35313,68.98641
4101.399,256,4090.83,4097.318,Lab_Idle,0,default,0.5195416 2.339929 0.5675114,42.53238 292.7565 40.22246,68.64133
4124.14,257,4101.873,4120.061,Lab_Idle,0,default,0.5239822 2.340077 0.5679283,41.76482 291.312 36.71024,68.99064
4134.523,258,4124.77,4130.442,Lab_Idle,0,default,0.5339994 2.341706 0.5724733,41.37022 289.8649 33.18487,68.63612
4157.1,259,4134.977,4153.021,Lab_Idle,0,default,0.5361026 2.34073 0.5753102,41.91841 287.5694 28.94988,68.72109
4167.827,260,4157.702,4163.746,Lab_Idle,0,default,0.5457885 2.343745 0.5807275,41.36486 285.5934 23.76429,68.71782
4190.003,261,4168.313,4185.924,Lab_Idle,0,default,0.5474583 2.346749 0.5837482,40.74004 283.3956 18.4276,69.10838
4200.897,262,4190.524,4196.815,Lab_Idle,0,default,0.5545046 2.34725 0.5889197,39.73959 280.9865 12.50502,68.80212
4223.438,263,4201.337,4219.358,Lab_Idle,0,default,0.5578889 2.351295 0.5931391,38.09983 279.9041 8.218957,68.78627
4234.284,264,4223.956,4230.203,Lab_Idle,0,default,0.5634718 2.352992 0.6001434,36.22566 277.969 2.083049,68.76594
4256.728,265,4234.735,4252.647,Lab_Idle,0,default,0.5666133 2.359443 0.607546,34.77092 277.5553 359.2222,68.85712
4268.171,266,4257.245,4264.091,Lab_Idle,0,default,0.570897 2.362015 0.615554,32.59339 277.0264 354.4037,68.84109
4278.871,267,4268.678,4274.792,Lab_Idle,0,default,0.571648 2.364365 0.6205986,31.49938 277.0092 352.573,69.13992
4301.333,268,4279.336,4297.252,Lab_Idle,0,default,0.5792264 2.372347 0.6346666,30.49072 277.0392 351.4767,69.52607
4312.305,269,4301.851,4308.228,Lab_Idle,0,default,0.5825831 2.376942 0.6458615,28.74537 277.2861 348.2175,69.42706
4334.8,270,4312.775,4330.721,Lab_Idle,0,default,0.5811676 2.385605 0.6549662,29.21795 277.8417 347.9903,69.39781
4345.773,271,4335.389,4341.694,Lab_Idle,0,default,0.5839355 2.391362 0.6684016,28.36981 278.0873 345.323,69.39084
4368.542,272,4346.241,4364.462,Lab_Idle,0,default,0.5847404 2.398362 0.6832846,29.11009 278.9506 346.4895,69.39976
4390.659,273,4369.179,4386.578,Lab_Idle,0,default,0.5858945 2.408544 0.6999809,29.08804 279.8427 347.251,69.39499
4401.663,274,4391.215,4397.585,Lab_Idle,0,default,0.5811784 2.415949 0.7059355,28.93923 280.9468 348.115,68.33104
4424.191,275,4402.117,4420.111,Lab_Idle,0,default,0.5763851 2.41795 0.7052273,29.16804 282.408 351.4124,68.69432
4435.103,276,4424.722,4431.022,Lab_Idle,0,default,0.5788138 2.430171 0.7278482,28.70724 284.3861 354.0788,68.34388
4457.196,277,4435.596,4453.116,Lab_Idle,0,default,0.5755647 2.432038 0.7321372,28.31688 285.6339 356.8741,68.71474
4468.064,278,4457.698,4463.982,Lab_Idle,0,default,0.5776326 2.439765 0.7482377,27.85451 287.2463 359.7144,68.35914
4490.611,279,4468.572,4486.53,Lab_Idle,0,default,0.5787805 2.442481 0.7588019,28.14149 288.0442 2.089864,68.7337
4501.451,280,4491.161,4497.37,Lab_Idle,0,default,0.5783443 2.447543 0.7726117,28.33281 289.6678 5.298658,68.35166
4523.727,281,4502.042,4519.647,Lab_Idle,0,default,0.5792847 2.447335 0.7810299,28.96118 290.6852 7.84199,69.12368
4534.42,282,4524.352,4530.338,Lab_Idle,0,default,0.5803634 2.450399 0.7896665,28.95855 291.4787 9.581667,68.38574
4556.998,283,4534.872,4552.918,Lab_Idle,0,default,0.5860541 2.453696 0.79505,28.57188 292.2733 11.49623,68.79263
4579.074,284,4557.507,4574.994,Lab_Idle,0,default,0.5900079 2.457962 0.812215,27.87897 293.7727 14.46231,68.4163
4590.401,285,4579.686,4586.32,Lab_Idle,0,default,0.5933514 2.464146 0.8286279,27.28831 295.2097 17.29166,68.43063
4612.392,286,4590.881,4608.312,Lab_Idle,0,default,0.5993817 2.468807 0.8436603,26.17374 296.367 19.2345,68.38795
4623.508,287,4612.938,4619.427,Lab_Idle,0,default,0.6032022 2.472329 0.8632037,25.04742 297.3896 21.11966,68.38535
4645.663,288,4624.032,4641.584,Lab_Idle,0,default,0.6058755 2.474348 0.8718397,24.60952 297.6108 21.11219,68.43834
4657.011,289,4646.289,4652.932,Lab_Idle,0,default,0.6038465 2.472511 0.8838459,24.75344 298.1105 21.38295,68.42149
4679.144,290,4657.47,4675.069,Lab_Idle,0,default,0.6044931 2.47558 0.89222,25.67671 298.8348 21.02019,68.45168
4690.046,291,4679.779,4685.966,Lab_Idle,0,default,0.6078573 2.482353 0.9087275,25.63799 299.9174 21.80523,68.45592
4712.523,292,4690.526,4708.46,Lab_Idle,0,default,0.6096776 2.482965 0.9200512,25.68309 300.0991 20.56487,68.54694
4734.916,293,4713.152,4730.836,Lab_Idle,0,default,0.6143869 2.487979 0.9390615,25.57904 300.7895 19.75927,68.52027
4745.672,294,4735.697,4741.591,Lab_Idle,0,default,0.6194316 2.493919 0.9556936,25.69482 301.5999 19.17152,67.41177
4767.881,295,4746.196,4763.801,Lab_Idle,0,default,0.624843 2.499144 0.973465,27.12449 302.4916 18.11948,67.8394
4778.983,296,4768.504,4774.903,Lab_Idle,0,default,0.6302097 2.504723 0.9899932,28.09069 303.3406 17.54356,67.84682
4801.316,297,4779.466,4797.235,Lab_Idle,0,default,0.6337566 2.507861 0.996507,29.5288 303.6228 16.70462,68.61144
4812.253,298,4801.819,4808.175,Lab_Idle,0,default,0.6369783 2.511514 1.004487,30.4053 303.8448 16.1174,67.79276
4834.486,299,4812.731,4830.406,Lab_Idle,0,default,0.6406084 2.516365 1.013193,31.82088 304.0058 15.43553,68.57268
4845.666,300,4835.004,4841.588,Lab_Idle,0,default,0.6466602 2.523346 1.029611,33.75997 304.6647 14.67366,67.73914
4868.407,301,4846.145,4864.327,Lab_Idle,0,default,0.6542515 2.531354 1.045439,36.06104 305.1219 14.32168,68.4604
4890.519,302,4869.088,4886.442,Lab_Idle,0,default,0.6601216 2.540037 1.062095,37.59072 305.5239 14.27395,67.36643
4901.026,303,4891.218,4896.945,Lab_Idle,0,default,0.666023 2.54661 1.078753,38.87605 305.9964 14.28195,67.36703
4923.918,304,4901.562,4919.839,Lab_Idle,0,default,0.6693556 2.549893 1.086608,38.69691 306.0533 14.94403,67.52887
4934.146,305,4924.47,4930.064,Lab_Idle,0,default,0.6750002 2.555714 1.103531,39.46298 306.4361 15.0944,66.71109
4957.121,306,4934.604,4953.044,Lab_Idle,0,default,0.6783528 2.558655 1.114142,37.76752 306.0157 15.12625,67.5989
4979.747,307,4957.754,4975.668,Lab_Idle,0,default,0.6831967 2.565548 1.132755,36.03573 305.123 14.31564,66.77733
4990.679,308,4980.539,4986.599,Lab_Idle,0,default,0.686901 2.573399 1.15161,36.00673 305.2656 13.59062,66.28516
5012.712,309,4991.272,5008.635,Lab_Idle,0,default,0.6853267 2.578578 1.162871,35.82547 304.7147 12.68493,67.09759
5023.769,310,5013.336,5019.689,Lab_Idle,0,default,0.6870474 2.58638 1.181829,36.74664 305.0819 12.2866,66.30172
5045.921,311,5024.273,5041.842,Lab_Idle,0,default,0.6878139 2.590372 1.190541,37.05711 305.8077 12.63618,66.709
5067.815,312,5046.457,5063.733,Lab_Idle,0,default,0.6900003 2.594378 1.207686,37.92302 307.2701 12.86396,66.32386
5078.852,313,5068.324,5074.772,Lab_Idle,0,default,0.6917021 2.597499 1.22455,37.73614 308.8801 13.80175,66.35266
5112.628,314,5079.342,5108.549,Lab_Idle,0,default,0.6895278 2.590332 1.231992,34.49639 309.95 15.45786,66.24133
5123.336,315,5113.413,5119.254,Lab_Idle,0,default,0.690135 2.590583 1.258564,32.85508 310.45 15.88734,65.56824
5134.404,316,5123.779,5130.322,Lab_Idle,0,default,0.6886133 2.586895 1.269171,31.9041 309.3062 15.16685,66.04376
5156.695,317,5134.931,5152.618,Lab_Idle,0,default,0.683591 2.580673 1.281946,30.36667 308.2693 15.18328,66.83273
5167.842,318,5157.27,5163.76,Lab_Idle,0,default,0.6786622 2.577806 1.303419,28.46818 307.8606 15.83199,65.95023
5190.065,319,5168.309,5185.984,Lab_Idle,0,default,0.6715642 2.576669 1.317845,27.52497 305.9073 17.14132,66.72272
5201.084,320,5190.585,5197.003,Lab_Idle,0,default,0.6637433 2.574645 1.341366,26.44284 304.2627 18.16475,65.91038
5223.675,321,5201.557,5219.595,Lab_Idle,0,default,0.6589876 2.571421 1.354719,25.67497 303.9286 18.6924,66.68362
5234.325,322,5224.19,5230.244,Lab_Idle,0,default,0.6518224 2.568404 1.378048,23.78733 303.1418 19.1516,65.87654
5256.765,323,5234.79,5252.684,Lab_Idle,0,default,0.65105 2.56647 1.390712,21.28596 302.1032 17.95814,66.27795
5267.722,324,5257.287,5263.64,Lab_Idle,0,default,0.6436357 2.566092 1.414211,18.48327 300.9854 17.78757,65.90945
5290.889,325,5268.235,5286.812,Lab_Idle,0,default,0.6418996 2.570043 1.425902,15.7011 300.7625 17.18518,66.70354
5301.104,326,5291.533,5297.025,Lab_Idle,0,default,0.6375586 2.570028 1.437536,14.38144 301.3076 17.96815,65.47802
5312.321,327,5301.569,5308.243,Lab_Idle,0,default,0.6326936 2.570701 1.449118,13.93938 302.0787 19.07575,66.03485
5334.342,328,5312.823,5330.263,Lab_Idle,0,default,0.6231972 2.570847 1.472088,8.487787 303.3275 20.82748,66.7884
5345.589,329,5334.876,5341.508,Lab_Idle,0,default,0.6197436 2.571041 1.48411,6.984948 303.4577 22.23458,66.01599
5368.082,330,5346.071,5364.003,Lab_Idle,0,default,0.6166639 2.571836 1.496842,5.112976 303.2741 25.4633,66.76982
5379.053,331,5368.623,5374.979,Lab_Idle,0,default,0.6075976 2.573313 1.521954,1.027156 301.673 26.34269,65.97747
5401.453,332,5379.656,5397.374,Lab_Idle,0,default,0.6039361 2.573263 1.534324,359.1482 301.5498 27.63754,66.77564
5412.668,333,5402.075,5408.589,Lab_Idle,0,default,0.5952806 2.575974 1.557613,356.3182 301.9977 29.70654,66.76413
5423.402,334,5413.151,5419.324,Lab_Idle,0,default,0.5918275 2.578206 1.568148,354.8509 302.5286 30.89018,66.73546
5445.572,335,5423.944,5441.492,Lab_Idle,0,default,0.5882399 2.577953 1.577476,352.6629 303.5573 32.75378,67.16847
5457.623,336,5446.108,5453.546,Lab_Idle,0,default,0.5820757 2.584432 1.598895,348.7745 303.4302 35.25606,66.77316
5479.048,337,5458.241,5474.969,Lab_Idle,0,default,0.5795854 2.586136 1.607374,345.1984 303.1401 37.3972,67.40339
5490.039,338,5479.813,5485.958,Lab_Idle,0,default,0.5759574 2.594027 1.625824,340.4641 302.7193 41.05291,66.64108
5501.225,339,5490.51,5497.145,Lab_Idle,0,default,0.5741892 2.596824 1.633991,338.5599 302.5799 43.24967,67.06145
5523.696,340,5501.713,5519.616,Lab_Idle,0,default,0.5727044 2.598068 1.642587,336.4131 303.1648 44.67305,67.80868
5534.497,341,5524.249,5530.416,Lab_Idle,0,default,0.5670439 2.60535 1.660601,332.1935 302.9167 47.35939,67.01138
5545.712,342,5534.96,5541.632,Lab_Idle,0,default,0.563751 2.608161 1.669834,330.3498 302.0013 48.45506,67.80659
5567.814,343,5546.202,5563.735,Lab_Idle,0,default,0.561963 2.608593 1.677606,328.585 301.3113 48.18235,67.73252
5579.234,344,5568.414,5575.154,Lab_Idle,0,default,0.5563699 2.613905 1.694641,324.9935 300.4851 49.57542,67.74804
5589.521,345,5579.856,5585.441,Lab_Idle,0,default,0.554481 2.614763 1.703364,323.9071 300.2898 49.38838,68.44147
5611.757,346,5590.029,5607.677,Lab_Idle,0,default,0.5517644 2.614733 1.710174,323.3456 300.634 49.68625,68.92286
5623.006,347,5612.376,5618.926,Lab_Idle,0,default,0.5488979 2.619381 1.72372,319.7304 299.535 52.67452,68.21537
5633.699,348,5623.491,5629.619,Lab_Idle,0,default,0.545922 2.6208 1.729873,318.4082 299.4494 54.01834,68.92634
5656.669,349,5634.239,5652.588,Lab_Idle,0,default,0.5449497 2.619483 1.735382,318.4231 300.698 53.23176,68.99104
5667.411,350,5657.2,5663.33,Lab_Idle,0,default,0.5395497 2.624488 1.748765,316.2202 300.9525 54.00953,68.96645
5678.521,351,5667.89,5674.441,Lab_Idle,0,default,0.5363339 2.625638 1.754421,315.7363 301.8943 53.15542,69.03172
5700.591,352,5678.987,5696.511,Lab_Idle,0,default,0.5340142 2.62394 1.759542,315.7389 303.8391 51.16434,69.37225
5711.646,353,5701.059,5707.57,Lab_Idle,0,default,0.5286042 2.627781 1.771336,314.1913 305.2981 50.38209,69.00518
5722.49,354,5712.121,5718.41,Lab_Idle,0,default,0.5267208 2.627642 1.778164,313.8177 306.8109 49.14101,69.34761
5744.881,355,5722.976,5740.801,Lab_Idle,0,default,0.5231066 2.627571 1.7816,313.873 309.397 46.53224,70.12228
5756.007,356,5745.425,5751.927,Lab_Idle,0,default,0.5177973 2.629026 1.793802,312.8568 311.893 44.43836,70.12442
5766.956,357,5756.421,5762.876,Lab_Idle,0,default,0.5150256 2.630317 1.798498,312.3628 312.9557 43.51635,70.06705
5789.531,358,5767.39,5785.452,Lab_Idle,0,default,0.5124512 2.629654 1.802392,311.8663 314.1984 43.05452,70.40236
5800.349,359,5790.139,5796.269,Lab_Idle,0,default,0.5074831 2.631798 1.810892,310.5647 316.8044 42.04801,70.05938
5811.811,360,5800.8,5807.731,Lab_Idle,0,default,0.5050817 2.632772 1.81473,309.7514 317.921 41.92171,70.41579
5833.679,361,5812.25,5829.598,Lab_Idle,0,default,0.5013483 2.633497 1.81884,308.4106 317.9688 43.53218,71.09193
5845.15,362,5834.187,5841.071,Lab_Idle,0,default,0.4967952 2.635985 1.825852,306.5707 319.1944 44.35711,70.36783
5856.112,363,5845.598,5852.033,Lab_Idle,0,default,0.4932188 2.637933 1.829858,305.4476 319.4425 45.28782,71.03606
5867.588,364,5856.678,5863.51,Lab_Idle,0,default,0.4910167 2.639052 1.832036,304.1679 319.6265 46.64134,71.0649
5889.594,365,5868.031,5885.514,Lab_Idle,0,default,0.4880082 2.641335 1.832704,302.6798 319.8743 47.92667,71.31583
5900.346,366,5890.139,5896.268,Lab_Idle,0,default,0.4839994 2.643703 1.837269,300.2098 320.5232 49.18121,71.34153
5922.883,367,5900.831,5918.803,Lab_Idle,0,default,0.4809374 2.644293 1.837021,298.1587 320.0011 50.27473,72.08908
5933.632,368,5923.384,5929.552,Lab_Idle,0,default,0.4773771 2.645632 1.83994,295.0642 320.1069 51.94221,71.2728
5944.796,369,5934.072,5940.717,Lab_Idle,0,default,0.4756773 2.645185 1.840253,293.2159 320.2037 52.78026,72.04446
5955.937,370,5945.226,5951.86,Lab_Idle,0,default,0.472095 2.646443 1.842821,291.5327 320.4306 53.4741,71.91442
5978.248,371,5956.483,5974.168,Lab_Idle,0,default,0.4701393 2.643919 1.841286,289.4508 321.2422 53.2695,72.18561
5989.279,372,5978.819,5985.198,Lab_Idle,0,default,0.4650259 2.643955 1.844101,285.9905 321.7207 54.00843,72.20728
6011.35,373,5989.7,6007.271,Lab_Idle,0,default,0.4632466 2.64128 1.842439,284.0222 321.4893 54.25542,72.9259
6022.451,374,6011.913,6018.371,Lab_Idle,0,default,0.4577726 2.63936 1.843858,280.7007 322.1821 54.46531,72.19867
6033.674,375,6022.901,6029.594,Lab_Idle,0,default,0.4560357 2.636736 1.843656,279.5878 324.9253 51.99992,72.88967
6056.622,376,6034.083,6052.542,Lab_Idle,0,default,0.4524263 2.633487 1.848571,280.2263 335.2091 42.19347,72.86581
6066.828,377,6057.107,6062.747,Lab_Idle,0,default,0.4481761 2.628794 1.853136,278.9215 348.1763 29.38371,72.84106
6078.187,378,6067.224,6074.107,Lab_Idle,0,default,0.4466557 2.625103 1.855925,280.1989 356.4799 20.58778,73.22393
6100.255,379,6078.656,6096.175,Lab_Idle,0,default,0.4444364 2.620034 1.861292,281.6238 1.308628 13.94072,73.86457
6111.514,380,6100.735,6107.436,Lab_Idle,0,default,0.4394374 2.613966 1.862915,282.4468 13.20342 1.407577,73.18309
6133.992,381,6112.005,6129.911,Lab_Idle,0,default,0.437711 2.607942 1.859716,281.5102 12.88844 1.534676,73.41433
6145.289,382,6134.561,6141.209,Lab_Idle,0,default,0.4319906 2.598972 1.857553,281.5734 21.85454 352.8572,73.33392
6156.038,383,6145.739,6151.964,Lab_Idle,0,default,0.4291617 2.594769 1.857211,281.5731 26.87139 347.9505,73.30499
6166.769,384,6156.537,6162.687,Lab_Idle,0,default,0.4249301 2.588519 1.854638,281.8065 31.94965 343.3977,73.59621
